county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,county_full_with_state
Mohave,Mohave,Mohave County,4015,AZ,Arizona,35.7041,-113.7579,214229,"Mohave County, AZ"
Butte,Butte,Butte County,6007,CA,California,39.6669,-121.6007,213605,"Butte County, CA"
York,York,York County,23031,ME,Maine,43.4782,-70.7144,212691,"York County, ME"
Niagara,Niagara,Niagara County,36063,NY,New York,43.2001,-78.7452,212230,"Niagara County, NY"
Okaloosa,Okaloosa,Okaloosa County,12091,FL,Florida,30.6913,-86.5917,212021,"Okaloosa County, FL"
Calcasieu,Calcasieu,Calcasieu Parish,22019,LA,Louisiana,30.2293,-93.3581,210770,"Calcasieu Parish, LA"
Washington,Washington,Washington County,42125,PA,Pennsylvania,40.1894,-80.2483,209631,"Washington County, PA"
Clermont,Clermont,Clermont County,39025,OH,Ohio,39.0476,-84.1517,208851,"Clermont County, OH"
Harrison,Harrison,Harrison County,28047,MS,Mississippi,30.5122,-89.116,208748,"Harrison County, MS"
Benton,Benton,Benton County,53005,WA,Washington,46.2398,-119.5112,207560,"Benton County, WA"
Elkhart,Elkhart,Elkhart County,18039,IN,Indiana,41.5974,-85.8587,206841,"Elkhart County, IN"
Champaign,Champaign,Champaign County,17019,IL,Illinois,40.1401,-88.1992,206525,"Champaign County, IL"
Richmond,Richmond,Richmond County,13245,GA,Georgia,33.3596,-82.0736,206153,"Richmond County, GA"
Hall,Hall,Hall County,13139,GA,Georgia,34.3169,-83.8197,204953,"Hall County, GA"
Anderson,Anderson,Anderson County,45007,SC,South Carolina,34.5193,-82.6378,204592,"Anderson County, SC"
Muscogee,Muscogee,Muscogee County,13215,GA,Georgia,32.51,-84.8771,204572,"Muscogee County, GA"
Yuma,Yuma,Yuma County,4027,AZ,Arizona,32.7695,-113.9056,204374,"Yuma County, AZ"
Onslow,Onslow,Onslow County,37133,NC,North Carolina,34.7322,-77.4322,203686,"Onslow County, NC"
Hawaii,Hawaii,Hawaii County,15001,HI,Hawaii,19.5984,-155.5183,202163,"Hawaii County, HI"
Trumbull,Trumbull,Trumbull County,39155,OH,Ohio,41.317,-80.7613,201749,"Trumbull County, OH"
St. Louis,St. Louis,St. Louis County,27137,MN,Minnesota,47.6031,-92.4707,200122,"St. Louis County, MN"
Deschutes,Deschutes,Deschutes County,41017,OR,Oregon,43.9151,-121.2281,199352,"Deschutes County, OR"
Broome,Broome,Broome County,36007,NY,New York,42.1602,-75.8196,198365,"Broome County, NY"
Minnehaha,Minnehaha,Minnehaha County,46099,SD,South Dakota,43.6742,-96.7915,197742,"Minnehaha County, SD"
Racine,Racine,Racine County,55101,WI,Wisconsin,42.7475,-88.0613,197068,"Racine County, WI"
Sumner,Sumner,Sumner County,47165,TN,Tennessee,36.469,-86.4606,196845,"Sumner County, TN"
Hernando,Hernando,Hernando County,12053,FL,Florida,28.5537,-82.424,196621,"Hernando County, FL"
Sangamon,Sangamon,Sangamon County,17167,IL,Illinois,39.7582,-89.6589,196122,"Sangamon County, IL"
Ellis,Ellis,Ellis County,48139,TX,Texas,32.3484,-96.7947,195509,"Ellis County, TX"
Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,194562,"Butler County, PA"
Livingston,Livingston,Livingston County,26093,MI,Michigan,42.6029,-83.9115,194302,"Livingston County, MI"
El Dorado,El Dorado,El Dorado County,6017,CA,California,38.7787,-120.5247,191713,"El Dorado County, CA"
Sarpy,Sarpy,Sarpy County,31153,NE,Nebraska,41.1129,-96.112,191272,"Sarpy County, NE"
Outagamie,Outagamie,Outagamie County,55087,WI,Wisconsin,44.4161,-88.4649,190611,"Outagamie County, WI"
Charlotte,Charlotte,Charlotte County,12015,FL,Florida,26.9058,-81.9114,189900,"Charlotte County, FL"
Saginaw,Saginaw,Saginaw County,26145,MI,Michigan,43.335,-84.0532,189821,"Saginaw County, MI"
Beaufort,Beaufort,Beaufort County,45013,SC,South Carolina,32.3856,-80.7306,189071,"Beaufort County, SC"
Santa Rosa,Santa Rosa,Santa Rosa County,12113,FL,Florida,30.7004,-87.0219,188994,"Santa Rosa County, FL"
Iredell,Iredell,Iredell County,37097,NC,North Carolina,35.8071,-80.8734,187839,"Iredell County, NC"
Tippecanoe,Tippecanoe,Tippecanoe County,18157,IN,Indiana,40.3886,-86.8941,186955,"Tippecanoe County, IN"
Cass,Cass,Cass County,38017,ND,North Dakota,46.933,-97.248,186328,"Cass County, ND"
DeSoto,DeSoto,DeSoto County,28033,MS,Mississippi,34.8753,-89.9912,186214,"DeSoto County, MS"
Newport News,Newport News,Newport News City,51700,VA,Virginia,37.1049,-76.5181,185118,"Newport News City, VA"
Boone,Boone,Boone County,29019,MO,Missouri,38.9906,-92.3097,184043,"Boone County, MO"
Washington,Washington,Washington County,49053,UT,Utah,37.2804,-113.5048,183297,"Washington County, UT"
Johnson,Johnson,Johnson County,48251,TX,Texas,32.379,-97.3665,182690,"Johnson County, TX"
Kent,Kent,Kent County,10001,DE,Delaware,39.086,-75.5686,182400,"Kent County, DE"
Medina,Medina,Medina County,39103,OH,Ohio,41.1176,-81.8997,182347,"Medina County, OH"
Ulster,Ulster,Ulster County,36111,NY,New York,41.8881,-74.2585,182153,"Ulster County, NY"
Shasta,Shasta,Shasta County,6089,CA,California,40.7637,-122.0405,181852,"Shasta County, CA"
Peoria,Peoria,Peoria County,17143,IL,Illinois,40.788,-89.76,181186,"Peoria County, IL"
Bay,Bay,Bay County,12005,FL,Florida,30.2652,-85.6203,181055,"Bay County, FL"
Vanderburgh,Vanderburgh,Vanderburgh County,18163,IN,Indiana,38.0249,-87.5859,179900,"Vanderburgh County, IN"
Kanawha,Kanawha,Kanawha County,54039,WV,West Virginia,38.3365,-81.5281,179895,"Kanawha County, WV"
Imperial,Imperial,Imperial County,6025,CA,California,33.0395,-115.3654,179578,"Imperial County, CA"
Licking,Licking,Licking County,39089,OH,Ohio,40.0916,-82.4831,178844,"Licking County, OH"
Shawnee,Shawnee,Shawnee County,20177,KS,Kansas,39.0415,-95.7565,178625,"Shawnee County, KS"
Muskegon,Muskegon,Muskegon County,26121,MI,Michigan,43.2912,-86.152,175947,"Muskegon County, MI"
Hendricks,Hendricks,Hendricks County,18063,IN,Indiana,39.7695,-86.51,175639,"Hendricks County, IN"
Lower Connecticut River Valley,Lower Connecticut River Valley,Lower Connecticut River Valley Planning Region,9130,CT,Connecticut,41.45,-72.5073,175244,"Lower Connecticut River Valley Planning Region, CT"
Lee,Lee,Lee County,1081,AL,Alabama,32.6011,-85.3555,175126,"Lee County, AL"
Scott,Scott,Scott County,19163,IA,Iowa,41.6371,-90.6232,174315,"Scott County, IA"
Guadalupe,Guadalupe,Guadalupe County,48187,TX,Texas,29.5831,-97.9486,173828,"Guadalupe County, TX"
Kootenai,Kootenai,Kootenai County,16055,ID,Idaho,47.6744,-116.7018,173396,"Kootenai County, ID"
Porter,Porter,Porter County,18127,IN,Indiana,41.4603,-87.0672,173355,"Porter County, IN"
Carroll,Carroll,Carroll County,24013,MD,Maryland,39.5629,-77.0225,173225,"Carroll County, MD"
Alamance,Alamance,Alamance County,37001,NC,North Carolina,36.0437,-79.3995,171779,"Alamance County, NC"
McLean,McLean,McLean County,17113,IL,Illinois,40.4909,-88.8473,171284,"McLean County, IL"
Winnebago,Winnebago,Winnebago County,55139,WI,Wisconsin,44.0689,-88.6447,171197,"Winnebago County, WI"
Pitt,Pitt,Pitt County,37147,NC,North Carolina,35.5933,-77.3745,171196,"Pitt County, NC"
Kent,Kent,Kent County,44003,RI,Rhode Island,41.6722,-71.5932,170168,"Kent County, RI"
Paulding,Paulding,Paulding County,13223,GA,Georgia,33.9206,-84.8673,169898,"Paulding County, GA"
Aiken,Aiken,Aiken County,45003,SC,South Carolina,33.5443,-81.6347,169865,"Aiken County, SC"
Davidson,Davidson,Davidson County,37057,NC,North Carolina,35.7933,-80.2128,169498,"Davidson County, NC"
Midland,Midland,Midland County,48329,TX,Texas,31.8691,-102.0316,169393,"Midland County, TX"
Kenton,Kenton,Kenton County,21117,KY,Kentucky,38.9334,-84.5333,169066,"Kenton County, KY"
Kenosha,Kenosha,Kenosha County,55059,WI,Wisconsin,42.5769,-88.0424,168693,"Kenosha County, WI"
Chittenden,Chittenden,Chittenden County,50007,VT,Vermont,44.4611,-73.0813,168309,"Chittenden County, VT"
Pueblo,Pueblo,Pueblo County,8101,CO,Colorado,38.1735,-104.5127,168135,"Pueblo County, CO"
Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,"Monroe County, PA"
Wyandotte,Wyandotte,Wyandotte County,20209,KS,Kansas,39.1146,-94.7646,167989,"Wyandotte County, KS"
Beaver,Beaver,Beaver County,42007,PA,Pennsylvania,40.6823,-80.3493,167629,"Beaver County, PA"
Greene,Greene,Greene County,39057,OH,Ohio,39.6915,-83.8899,167567,"Greene County, OH"
Charles,Charles,Charles County,24017,MD,Maryland,38.5073,-76.9922,167035,"Charles County, MD"
Yellowstone,Yellowstone,Yellowstone County,30111,MT,Montana,45.9373,-108.2744,165524,"Yellowstone County, MT"
Comal,Comal,Comal County,48091,TX,Texas,29.8082,-98.2783,165201,"Comal County, TX"
Maui,Maui,Maui County,15009,HI,Hawaii,20.8596,-156.565,164765,"Maui County, HI"
Houston,Houston,Houston County,13153,GA,Georgia,32.459,-83.6662,164117,"Houston County, GA"
Rock,Rock,Rock County,55105,WI,Wisconsin,42.6712,-89.0716,163817,"Rock County, WI"
Olmsted,Olmsted,Olmsted County,27109,MN,Minnesota,44.0038,-92.4018,162307,"Olmsted County, MN"
Ector,Ector,Ector County,48135,TX,Texas,31.8692,-102.5429,162300,"Ector County, TX"
Dorchester,Dorchester,Dorchester County,45035,SC,South Carolina,33.0793,-80.4067,162139,"Dorchester County, SC"
Johnson,Johnson,Johnson County,18081,IN,Indiana,39.49,-86.1016,161952,"Johnson County, IN"
Portage,Portage,Portage County,39133,OH,Ohio,41.1677,-81.1974,161217,"Portage County, OH"
Catawba,Catawba,Catawba County,37035,NC,North Carolina,35.662,-81.2151,161011,"Catawba County, NC"
Indian River,Indian River,Indian River County,12061,FL,Florida,27.6943,-80.6064,160986,"Indian River County, FL"
Rensselaer,Rensselaer,Rensselaer County,36083,NY,New York,42.7111,-73.5097,160943,"Rensselaer County, NY"
Jackson,Jackson,Jackson County,26075,MI,Michigan,42.2485,-84.4234,160637,"Jackson County, MI"
St. Clair,St. Clair,St. Clair County,26147,MI,Michigan,42.9341,-82.6806,160257,"St. Clair County, MI"
Ouachita,Ouachita,Ouachita Parish,22073,LA,Louisiana,32.4784,-92.1549,159585,"Ouachita Parish, LA"
Schenectady,Schenectady,Schenectady County,36093,NY,New York,42.8181,-74.0586,159447,"Schenectady County, NY"
Martin,Martin,Martin County,12085,FL,Florida,27.0775,-80.4315,159399,"Martin County, FL"
Fairfield,Fairfield,Fairfield County,39045,OH,Ohio,39.7516,-82.6306,159371,"Fairfield County, OH"
Sullivan,Sullivan,Sullivan County,47163,TN,Tennessee,36.5129,-82.3042,158722,"Sullivan County, TN"
Centre,Centre,Centre County,42027,PA,Pennsylvania,40.9189,-77.8199,158665,"Centre County, PA"
Stearns,Stearns,Stearns County,27145,MN,Minnesota,45.5521,-94.613,158622,"Stearns County, MN"
Stafford,Stafford,Stafford County,51179,VA,Virginia,38.4207,-77.458,157606,"Stafford County, VA"
Alexandria,Alexandria,Alexandria City,51510,VA,Virginia,38.8185,-77.0861,157594,"Alexandria City, VA"
Madera,Madera,Madera County,6039,CA,California,37.218,-119.7627,157243,"Madera County, CA"
Rankin,Rankin,Rankin County,28121,MS,Mississippi,32.2641,-89.9458,157185,"Rankin County, MS"
Columbia,Columbia,Columbia County,13073,GA,Georgia,33.5441,-82.2641,156921,"Columbia County, GA"
Canadian,Canadian,Canadian County,40017,OK,Oklahoma,35.5424,-97.9824,156681,"Canadian County, OK"
Bibb,Bibb,Bibb County,13021,GA,Georgia,32.8065,-83.6974,156554,"Bibb County, GA"
Mesa,Mesa,Mesa County,8077,CO,Colorado,39.0183,-108.4664,156131,"Mesa County, CO"
Franklin,Franklin,Franklin County,42055,PA,Pennsylvania,39.9274,-77.7213,156084,"Franklin County, PA"
Citrus,Citrus,Citrus County,12017,FL,Florida,28.8489,-82.4794,155173,"Citrus County, FL"
Monroe,Monroe,Monroe County,26115,MI,Michigan,41.9291,-83.5394,154823,"Monroe County, MI"
Washington,Washington,Washington County,24043,MD,Maryland,39.6036,-77.814,154645,"Washington County, MD"
Santa Fe,Santa Fe,Santa Fe County,35049,NM,New Mexico,35.5069,-105.9763,154481,"Santa Fe County, NM"
Berrien,Berrien,Berrien County,26021,MI,Michigan,41.9547,-86.4123,153938,"Berrien County, MI"
Hampshire,Hampshire,Hampshire County,25015,MA,Massachusetts,42.3402,-72.6638,153931,"Hampshire County, MA"
Merrimack,Merrimack,Merrimack County,33013,NH,New Hampshire,43.2975,-71.6802,153918,"Merrimack County, NH"
Cumberland,Cumberland,Cumberland County,34011,NJ,New Jersey,39.3739,-75.1107,153588,"Cumberland County, NJ"
Johnson,Johnson,Johnson County,19103,IA,Iowa,41.6715,-91.5881,153360,"Johnson County, IA"
Penobscot,Penobscot,Penobscot County,23019,ME,Maine,45.4006,-68.6495,152640,"Penobscot County, ME"
Kings,Kings,Kings County,6031,CA,California,36.0752,-119.8155,152515,"Kings County, CA"
Scott,Scott,Scott County,27139,MN,Minnesota,44.6485,-93.5359,151347,"Scott County, MN"
Parker,Parker,Parker County,48367,TX,Texas,32.7776,-97.8051,151188,"Parker County, TX"
Kaufman,Kaufman,Kaufman County,48257,TX,Texas,32.5993,-96.2878,149773,"Kaufman County, TX"
Sandoval,Sandoval,Sandoval County,35043,NM,New Mexico,35.6886,-106.8659,149460,"Sandoval County, NM"
Wilson,Wilson,Wilson County,47189,TN,Tennessee,36.1547,-86.2973,149096,"Wilson County, TN"
Coweta,Coweta,Coweta County,13077,GA,Georgia,33.3534,-84.7634,147449,"Coweta County, GA"
Rowan,Rowan,Rowan County,37159,NC,North Carolina,35.6394,-80.5247,147067,"Rowan County, NC"
Orange,Orange,Orange County,37135,NC,North Carolina,36.0611,-79.1207,145919,"Orange County, NC"
Sussex,Sussex,Sussex County,34037,NJ,New Jersey,41.1393,-74.6909,144808,"Sussex County, NJ"
Douglas,Douglas,Douglas County,13097,GA,Georgia,33.7018,-84.768,144735,"Douglas County, GA"
Coconino,Coconino,Coconino County,4005,AZ,Arizona,35.8387,-111.7705,144705,"Coconino County, AZ"
Randolph,Randolph,Randolph County,37151,NC,North Carolina,35.7103,-79.806,144403,"Randolph County, NC"
Rock Island,Rock Island,Rock Island County,17161,IL,Illinois,41.4673,-90.5674,143819,"Rock Island County, IL"
Jackson,Jackson,Jackson County,28059,MS,Mississippi,30.5425,-88.6358,143721,"Jackson County, MS"
Livingston,Livingston,Livingston Parish,22063,LA,Louisiana,30.4401,-90.7279,143425,"Livingston Parish, LA"
Lebanon,Lebanon,Lebanon County,42075,PA,Pennsylvania,40.3672,-76.4577,143258,"Lebanon County, PA"
Schuylkill,Schuylkill,Schuylkill County,42107,PA,Pennsylvania,40.7058,-76.216,143201,"Schuylkill County, PA"
